POI_METHOD,Epsilon,AUC,TP,FP,FN,Recall/TPR,Precision,F1,FPR
low_frequency,1e-06,0.9551672463157896,2500,16236,0,1.0,0.1334329632792485,0.23544923714447163,0.34181052631578945
low_frequency,1e-07,0.9551672463157896,2500,14778,0,1.0,0.14469267276305128,0.25280614824552533,0.31111578947368423
low_frequency,1e-08,0.9551672463157896,2500,13538,0,1.0,0.15587978550941514,0.2697162584960621,0.2850105263157895
low_frequency,1e-09,0.9551672463157896,2500,12474,0,1.0,0.16695605716575398,0.2861394071191485,0.26261052631578946
low_frequency,1e-10,0.9551672463157896,2500,11561,0,1.0,0.17779674276367258,0.3019141356198297,0.24338947368421052
low_frequency,1e-11,0.9551672463157896,2500,10798,0,1.0,0.18799819521732591,0.31649575895682996,0.22732631578947368
low_frequency,1e-12,0.9551672463157896,2500,10086,0,1.0,0.19863340219291276,0.33143311679703036,0.21233684210526316
low_frequency,1e-13,0.9551672463157896,2500,9456,0,1.0,0.20910003345600536,0.34587714443829554,0.19907368421052632
low_frequency,1e-14,0.9551672463157896,2500,8881,0,1.0,0.21966435286881644,0.36020459621064765,0.1869684210526316
low_frequency,1e-15,0.9551672463157896,2499,8398,1,0.9996,0.22932917316692666,0.3730685974471896,0.1768
low_frequency,1e-16,0.9551672463157896,2499,7949,1,0.9996,0.23918453292496172,0.3860055607043559,0.16734736842105263
low_frequency,1e-17,0.9551672463157896,2499,7562,1,0.9996,0.24838485240035782,0.3978982565082398,0.1592
low_frequency,1e-18,0.9551672463157896,2499,7233,1,0.9996,0.2567817509247842,0.40860039241334206,0.1522736842105263
low_frequency,1e-19,0.9551672463157896,2498,6953,2,0.9992,0.2643106549571474,0.4180403313530249,0.14637894736842105
low_frequency,1e-20,0.9551672463157896,2496,6669,4,0.9984,0.2723404255319149,0.4279468495499358,0.1404
low_frequency,1e-21,0.9551672463157896,2495,6424,5,0.998,0.27973988115259557,0.4369909799457045,0.13524210526315789
low_frequency,1e-22,0.9551672463157896,2495,6218,5,0.998,0.28635372431998163,0.4450191741728351,0.13090526315789475
low_frequency,1e-23,0.9551672463157896,2494,6037,6,0.9976,0.2923455632399484,0.4521802193817424,0.12709473684210526
low_frequency,1e-24,0.9551672463157896,2491,5874,9,0.9964,0.2977884040645547,0.4585365853658537,0.12366315789473684
low_frequency,1e-25,0.9551672463157896,2487,5740,13,0.9948,0.30229731372310686,0.4636897548242752,0.12084210526315789
low_frequency,1e-26,0.9551672463157896,2485,5609,15,0.994,0.30701754385964913,0.4691334717764772,0.11808421052631579
low_frequency,1e-27,0.9551672463157896,2480,5498,20,0.992,0.31085485083980946,0.4733727810650888,0.11574736842105263
low_frequency,1e-28,0.9551672463157896,2478,5408,22,0.9912,0.3142277453715445,0.4771808203350665,0.11385263157894737
low_frequency,1e-29,0.9551672463157896,2478,5314,22,0.9912,0.3180184804928131,0.48153905946366105,0.11187368421052632
low_frequency,1e-30,0.9551672463157896,2476,5237,24,0.9904,0.3210164657072475,0.4848722216782533,0.11025263157894737
low_frequency,1e-31,0.9551672463157896,2473,5164,27,0.9892,0.3238182532408014,0.4879155568708691,0.10871578947368421
low_frequency,1e-32,0.9551672463157896,2466,5093,34,0.9864,0.32623362878687656,0.4903071875932001,0.10722105263157895
low_frequency,1e-33,0.9551672463157896,2466,5043,34,0.9864,0.3284059129045146,0.4927565191327805,0.10616842105263158
low_frequency,1e-34,0.9551672463157896,2460,4983,40,0.984,0.3305118903667876,0.49482047671728846,0.10490526315789474
low_frequency,1e-35,0.9551672463157896,2453,4939,47,0.9812,0.3318452380952381,0.49595632834613834,0.10397894736842105
low_frequency,1e-36,0.9551672463157896,2447,4901,53,0.9788,0.333015786608601,0.49695369618196583,0.10317894736842105
low_frequency,1e-37,0.9551672463157896,2441,4863,59,0.9764,0.3342004381161008,0.49796001631986947,0.10237894736842106
low_frequency,1e-38,0.9551672463157896,2434,4819,66,0.9736,0.3355852750585964,0.4991284732902697,0.10145263157894736
low_frequency,1e-39,0.9551672463157896,2426,4778,74,0.9704,0.3367573570238756,0.5,0.10058947368421052
low_frequency,1e-40,0.9551672463157896,2417,4734,83,0.9668,0.337994686057894,0.5008807377473837,0.09966315789473684
low_frequency,1e-41,0.9551672463157896,2407,4696,93,0.9628,0.33887089961987893,0.5013016765594085,0.09886315789473685
low_frequency,1e-42,0.9551672463157896,2400,4660,100,0.96,0.33994334277620397,0.502092050209205,0.09810526315789474
low_frequency,1e-43,0.9551672463157896,2395,4621,105,0.958,0.3413625997719498,0.5033627574611181,0.09728421052631579
low_frequency,1e-44,0.9551672463157896,2382,4582,118,0.9528,0.3420448018380241,0.5033812341504649,0.09646315789473685
low_frequency,1e-45,0.9551672463157896,2371,4542,129,0.9484,0.342976999855345,0.5037713800063741,0.09562105263157895
low_frequency,1e-46,0.9551672463157896,2359,4499,141,0.9436,0.3439778361038204,0.5041675571703356,0.09471578947368421
low_frequency,1e-47,0.9551672463157896,2349,4461,151,0.9396,0.3449339207048458,0.5046186895810956,0.09391578947368422
low_frequency,1e-48,0.9551672463157896,2332,4426,168,0.9328,0.34507250665877476,0.5037805141499243,0.09317894736842106
low_frequency,1e-49,0.9551672463157896,2321,4382,179,0.9284,0.34626286737281814,0.5044007388894926,0.09225263157894736
low_frequency,1e-50,0.9551672463157896,2303,4338,197,0.9212,0.3467851227224816,0.5038836013565255,0.09132631578947369
low_frequency,1e-51,0.9551672463157896,2289,4292,211,0.9156,0.3478194803221395,0.5041295011562603,0.09035789473684211
low_frequency,1e-52,0.9551672463157896,2279,4239,221,0.9116,0.34964713102178585,0.5054335772898647,0.0892421052631579
low_frequency,1e-53,0.9551672463157896,2260,4182,240,0.904,0.3508227258615337,0.5054797584433013,0.0880421052631579
low_frequency,1e-54,0.9551672463157896,2240,4135,260,0.896,0.35137254901960785,0.5047887323943662,0.08705263157894737
low_frequency,1e-55,0.9551672463157896,2224,4085,276,0.8896,0.3525122840386749,0.5049381314564649,0.086
low_frequency,1e-56,0.9551672463157896,2206,4031,294,0.8824,0.3536956870290204,0.5049788256838732,0.08486315789473685
low_frequency,1e-57,0.9551672463157896,2183,3977,317,0.8732,0.35438311688311686,0.5041570438799076,0.08372631578947369
low_frequency,1e-58,0.9551672463157896,2162,3933,338,0.8648,0.35471698113207545,0.5030831878999418,0.0828
low_frequency,1e-59,0.9551672463157896,2143,3878,357,0.8572,0.35592094336488955,0.5029926065015843,0.08164210526315789
low_frequency,1e-60,0.9551672463157896,2116,3822,384,0.8464,0.3563489390367127,0.5015406494429959,0.08046315789473685
low_frequency,1e-61,0.9551672463157896,2100,3764,400,0.84,0.3581173260572988,0.5021520803443328,0.07924210526315789
low_frequency,1e-62,0.9551672463157896,2074,3704,426,0.8296,0.3589477327795085,0.5010872191350567,0.07797894736842105
low_frequency,1e-63,0.9551672463157896,2043,3643,457,0.8172,0.3593035525852972,0.4991448815050085,0.07669473684210526
low_frequency,1e-64,0.9551672463157896,2014,3587,486,0.8056,0.3595786466702375,0.4972225651154179,0.07551578947368422
low_frequency,1e-65,0.9551672463157896,1990,3529,510,0.796,0.36057256749411126,0.4963212370619777,0.07429473684210526
low_frequency,1e-66,0.9551672463157896,1966,3455,534,0.7864,0.3626637151817008,0.49640196944830195,0.07273684210526316
low_frequency,1e-67,0.9551672463157896,1944,3386,556,0.7776,0.3647279549718574,0.4965517241379309,0.07128421052631578
low_frequency,1e-68,0.9551672463157896,1911,3323,589,0.7644,0.3651127244936951,0.49418153607447635,0.06995789473684211
low_frequency,1e-69,0.9551672463157896,1889,3251,611,0.7556,0.36750972762645917,0.49450261780104715,0.0684421052631579
low_frequency,1e-70,0.9551672463157896,1845,3203,655,0.738,0.36549128367670364,0.4888712241653418,0.06743157894736843
low_frequency,1e-71,0.9551672463157896,1813,3154,687,0.7252,0.36500905979464465,0.48560332128030004,0.0664
low_frequency,1e-72,0.9551672463157896,1778,3092,722,0.7112,0.3650924024640657,0.4824966078697423,0.06509473684210526
low_frequency,1e-73,0.9551672463157896,1754,3024,746,0.7016,0.36709920468815405,0.4820005496015389,0.06366315789473684
low_frequency,1e-74,0.9551672463157896,1728,2953,772,0.6912,0.36915189062166204,0.48127001810332826,0.06216842105263158
low_frequency,1e-75,0.9551672463157896,1696,2886,804,0.6784,0.3701440419030991,0.47896074555210394,0.06075789473684211
low_frequency,1e-76,0.9551672463157896,1659,2819,841,0.6636,0.3704778919160339,0.4754944110060189,0.059347368421052635
low_frequency,1e-77,0.9551672463157896,1630,2738,870,0.652,0.3731684981684982,0.4746651135701805,0.0576421052631579
low_frequency,1e-78,0.9551672463157896,1590,2691,910,0.636,0.37140854940434476,0.4689573809172688,0.05665263157894737
low_frequency,1e-79,0.9551672463157896,1567,2640,933,0.6268,0.37247444734965535,0.4672729983599225,0.055578947368421054
low_frequency,1e-80,0.9551672463157896,1534,2571,966,0.6136,0.37369062119366625,0.46449659348978045,0.05412631578947368
low_frequency,1e-81,0.9551672463157896,1499,2514,1001,0.5996,0.3735360079740842,0.4603101489329034,0.05292631578947368
low_frequency,1e-82,0.9551672463157896,1474,2461,1026,0.5896,0.37458703939008897,0.45811965811965816,0.051810526315789474
low_frequency,1e-83,0.9551672463157896,1446,2406,1054,0.5784,0.37538940809968846,0.4552896725440806,0.050652631578947366
low_frequency,1e-84,0.9551672463157896,1418,2341,1082,0.5672,0.37722798616653364,0.4531075251637642,0.04928421052631579
low_frequency,1e-85,0.9551672463157896,1392,2279,1108,0.5568,0.37918823208934893,0.4511424404472532,0.04797894736842105
low_frequency,1e-86,0.9551672463157896,1364,2218,1136,0.5456,0.3807928531546622,0.448536665570536,0.04669473684210526
low_frequency,1e-87,0.9551672463157896,1334,2158,1166,0.5336,0.3820160366552119,0.44526034712950596,0.04543157894736842
low_frequency,1e-88,0.9551672463157896,1304,2096,1196,0.5216,0.3835294117647059,0.4420338983050847,0.04412631578947369
low_frequency,1e-89,0.9551672463157896,1274,2034,1226,0.5096,0.3851269649334946,0.4387052341597797,0.04282105263157895
low_frequency,1e-90,0.9551672463157896,1236,1975,1264,0.4944,0.38492681407661167,0.43284888811066363,0.041578947368421056
low_frequency,1e-91,0.9551672463157896,1197,1912,1303,0.4788,0.38501125763911226,0.4268140488500624,0.040252631578947366
low_frequency,1e-92,0.9551672463157896,1166,1870,1334,0.4664,0.38405797101449274,0.42124277456647397,0.03936842105263158
low_frequency,1e-93,0.9551672463157896,1132,1807,1368,0.4528,0.3851650221163661,0.4162529876815591,0.0380421052631579
low_frequency,1e-94,0.9551672463157896,1100,1754,1400,0.44,0.3854239663629993,0.4109077325364214,0.03692631578947368
low_frequency,1e-95,0.9551672463157896,1074,1703,1426,0.4296,0.3867482895210659,0.4070494599204093,0.035852631578947365
low_frequency,1e-96,0.9551672463157896,1043,1648,1457,0.4172,0.38758825715347456,0.4018493546522828,0.034694736842105264
low_frequency,1e-97,0.9551672463157896,1015,1601,1485,0.406,0.38799694189602446,0.3967943706020329,0.03370526315789474
low_frequency,1e-98,0.9551672463157896,997,1537,1503,0.3988,0.39344909234411996,0.39610647596344856,0.032357894736842106
low_frequency,1e-99,0.9551672463157896,969,1485,1531,0.3876,0.39486552567237165,0.39119903108599113,0.03126315789473684
low_frequency,1e-100,0.9551672463157896,950,1428,1550,0.38,0.3994953742640875,0.3895038950389504,0.030063157894736844
noisy_all2all,1.0,0.7491953515789473,2286,36983,214,0.9144,0.058213858259695946,0.1094591682826977,0.7785894736842105
noisy_all2all,0.1,0.7491953515789473,2037,25026,463,0.8148,0.07526881720430108,0.13780739437810777,0.5268631578947368
noisy_all2all,0.01,0.7491953515789473,1865,19887,635,0.746,0.08573924236851783,0.15380174830941779,0.4186736842105263
noisy_all2all,0.001,0.7491953515789473,1734,16243,766,0.6936,0.09645658341213773,0.1693607462030571,0.3419578947368421
noisy_all2all,0.0001,0.7491953515789473,1637,13536,863,0.6548,0.10788901337902854,0.185254342782776,0.2849684210526316
noisy_all2all,1e-05,0.7491953515789473,1566,11477,934,0.6264,0.12006440236141992,0.2015055008685582,0.24162105263157896
noisy_all2all,1e-06,0.7491953515789473,1488,9855,1012,0.5952,0.13118222692409415,0.21498230152423609,0.2074736842105263
noisy_all2all,1e-07,0.7491953515789473,1411,8554,1089,0.5644,0.14159558454591067,0.22639390292819891,0.1800842105263158
noisy_all2all,1e-08,0.7491953515789473,1361,7500,1139,0.5444,0.15359440243764813,0.23959158524777752,0.15789473684210525
noisy_all2all,1e-09,0.7491953515789473,1309,6662,1191,0.5236,0.16422029858236106,0.25002387546557153,0.14025263157894738
noisy_all2all,1e-10,0.7491953515789473,1265,5989,1235,0.506,0.1743865453542873,0.25938076686487593,0.1260842105263158
noisy_all2all,1e-11,0.7491953515789473,1231,5423,1269,0.4924,0.1850015028554253,0.26895346296700895,0.11416842105263159
noisy_all2all,1e-12,0.7491953515789473,1190,4937,1310,0.476,0.1942222947608944,0.27587805726208414,0.10393684210526316
noisy_all2all,1e-13,0.7491953515789473,1145,4505,1355,0.458,0.20265486725663717,0.2809815950920245,0.0948421052631579
noisy_all2all,1e-14,0.7491953515789473,1108,4099,1392,0.4432,0.21279047436143653,0.2875308161411704,0.08629473684210526
noisy_all2all,1e-15,0.7491953515789473,1080,3746,1420,0.432,0.22378781599668462,0.29484029484029484,0.07886315789473684
noisy_all2all,1e-16,0.7491953515789473,1046,3414,1454,0.4184,0.23452914798206279,0.30057471264367813,0.07187368421052631
noisy_all2all,1e-17,0.7491953515789473,1018,3141,1482,0.4072,0.24477037749459005,0.30575161435651,0.06612631578947369
noisy_all2all,1e-18,0.7491953515789473,998,2901,1502,0.3992,0.25596306745319314,0.3119237380840756,0.061073684210526315
noisy_all2all,1e-19,0.7491953515789473,969,2663,1531,0.3876,0.26679515418502203,0.31604696673189825,0.05606315789473684
noisy_all2all,1e-20,0.7491953515789473,939,2472,1561,0.3756,0.2752858399296394,0.3177127389612587,0.052042105263157896
noisy_all2all,1e-21,0.7491953515789473,910,2289,1590,0.364,0.2844638949671772,0.3193542726794174,0.048189473684210525
noisy_all2all,1e-22,0.7491953515789473,888,2144,1612,0.3552,0.2928759894459103,0.32104121475054237,0.045136842105263156
noisy_all2all,1e-23,0.7491953515789473,857,1976,1643,0.3428,0.3025061771973173,0.32139508719294957,0.0416
noisy_all2all,1e-24,0.7491953515789473,831,1847,1669,0.3324,0.31030619865571324,0.320973348783314,0.03888421052631579
noisy_all2all,1e-25,0.7491953515789473,813,1706,1687,0.3252,0.3227471218737594,0.32396891811117756,0.03591578947368421
noisy_all2all,1e-26,0.7491953515789473,789,1578,1711,0.3156,0.3333333333333333,0.3242243681939593,0.03322105263157895
noisy_all2all,1e-27,0.7491953515789473,769,1455,1731,0.3076,0.34577338129496404,0.32557154953429296,0.03063157894736842
noisy_all2all,1e-28,0.7491953515789473,754,1360,1746,0.3016,0.3566698202459792,0.3268313827481578,0.02863157894736842
noisy_all2all,1e-29,0.7491953515789473,735,1255,1765,0.294,0.3693467336683417,0.3273942093541203,0.026421052631578946
noisy_all2all,1e-30,0.7491953515789473,720,1175,1780,0.288,0.37994722955145116,0.32764505119453924,0.024736842105263158
noisy_all2all,1e-31,0.7491953515789473,702,1088,1798,0.2808,0.39217877094972065,0.3272727272727273,0.022905263157894738
noisy_all2all,1e-32,0.7491953515789473,688,1016,1812,0.2752,0.40375586854460094,0.3273073263558516,0.021389473684210528
noisy_all2all,1e-33,0.7491953515789473,674,956,1826,0.2696,0.4134969325153374,0.32639225181598064,0.020126315789473683
noisy_all2all,1e-34,0.7491953515789473,665,882,1835,0.266,0.4298642533936652,0.3286384976525822,0.018568421052631578
noisy_all2all,1e-35,0.7491953515789473,648,810,1852,0.2592,0.4444444444444444,0.32743810005053053,0.017052631578947368
noisy_all2all,1e-36,0.7491953515789473,633,768,1867,0.2532,0.4518201284796574,0.32453217123814404,0.01616842105263158
noisy_all2all,1e-37,0.7491953515789473,623,729,1877,0.2492,0.46079881656804733,0.32346832814122534,0.015347368421052632
noisy_all2all,1e-38,0.7491953515789473,613,675,1887,0.2452,0.47593167701863354,0.3236536430834213,0.014210526315789474
noisy_all2all,1e-39,0.7491953515789473,604,638,1896,0.2416,0.4863123993558776,0.3228220203099947,0.013431578947368421
noisy_all2all,1e-40,0.7491953515789473,593,577,1907,0.2372,0.5068376068376068,0.3231607629427793,0.012147368421052632
noisy_all2all,1e-41,0.7491953515789473,583,539,1917,0.2332,0.5196078431372549,0.3219215902816124,0.011347368421052632
noisy_all2all,1e-42,0.7491953515789473,575,506,1925,0.23,0.5319148936170213,0.3211393465512427,0.010652631578947368
noisy_all2all,1e-43,0.7491953515789473,568,476,1932,0.2272,0.5440613026819924,0.3205417607223477,0.010021052631578948
noisy_all2all,1e-44,0.7491953515789473,557,440,1943,0.2228,0.5586760280842528,0.31855876465541894,0.009263157894736843
noisy_all2all,1e-45,0.7491953515789473,548,420,1952,0.2192,0.5661157024793388,0.3160322952710496,0.008842105263157894
noisy_all2all,1e-46,0.7491953515789473,541,398,1959,0.2164,0.5761448349307774,0.3146263448676941,0.008378947368421052
noisy_all2all,1e-47,0.7491953515789473,526,368,1974,0.2104,0.5883668903803132,0.30995875073659396,0.007747368421052631
noisy_all2all,1e-48,0.7491953515789473,521,348,1979,0.2084,0.5995397008055235,0.3092905906797269,0.007326315789473684
noisy_all2all,1e-49,0.7491953515789473,515,319,1985,0.206,0.617505995203837,0.3089382123575285,0.0067157894736842106
noisy_all2all,1e-50,0.7491953515789473,508,299,1992,0.2032,0.6294919454770755,0.30722709404293924,0.0062947368421052636
noisy_all2all,1e-51,0.7491953515789473,500,275,2000,0.2,0.6451612903225806,0.30534351145038163,0.005789473684210527
noisy_all2all,1e-52,0.7491953515789473,489,260,2011,0.1956,0.6528704939919893,0.30101569713758075,0.0054736842105263155
noisy_all2all,1e-53,0.7491953515789473,481,245,2019,0.1924,0.662534435261708,0.2982021078735276,0.005157894736842105
noisy_all2all,1e-54,0.7491953515789473,472,224,2028,0.1888,0.6781609195402298,0.29536921151439294,0.0047157894736842105
noisy_all2all,1e-55,0.7491953515789473,465,206,2035,0.186,0.6929955290611028,0.293282876064333,0.004336842105263158
noisy_all2all,1e-56,0.7491953515789473,458,187,2042,0.1832,0.710077519379845,0.29125596184419716,0.003936842105263158
noisy_all2all,1e-57,0.7491953515789473,455,180,2045,0.182,0.7165354330708661,0.2902711323763955,0.003789473684210526
noisy_all2all,1e-58,0.7491953515789473,448,167,2052,0.1792,0.7284552845528456,0.2876404494382022,0.0035157894736842104
noisy_all2all,1e-59,0.7491953515789473,444,155,2056,0.1776,0.7412353923205343,0.28654404646660214,0.003263157894736842
noisy_all2all,1e-60,0.7491953515789473,436,141,2064,0.1744,0.755632582322357,0.28339291517712056,0.002968421052631579
noisy_all2all,1e-61,0.7491953515789473,431,130,2069,0.1724,0.768270944741533,0.28160731786997717,0.0027368421052631577
noisy_all2all,1e-62,0.7491953515789473,427,123,2073,0.1708,0.7763636363636364,0.28,0.0025894736842105265
noisy_all2all,1e-63,0.7491953515789473,426,116,2074,0.1704,0.7859778597785978,0.28007889546351084,0.0024421052631578948
noisy_all2all,1e-64,0.7491953515789473,420,101,2080,0.168,0.8061420345489443,0.27805362462760674,0.002126315789473684
noisy_all2all,1e-65,0.7491953515789473,414,96,2086,0.1656,0.8117647058823529,0.27508305647840536,0.0020210526315789473
noisy_all2all,1e-66,0.7491953515789473,406,92,2094,0.1624,0.8152610441767069,0.27084723148765844,0.0019368421052631578
noisy_all2all,1e-67,0.7491953515789473,402,84,2098,0.1608,0.8271604938271605,0.2692565304755526,0.001768421052631579
noisy_all2all,1e-68,0.7491953515789473,401,76,2099,0.1604,0.8406708595387841,0.26939872354719513,0.0016
noisy_all2all,1e-69,0.7491953515789473,397,72,2103,0.1588,0.8464818763326226,0.2674301111485349,0.0015157894736842106
noisy_all2all,1e-70,0.7491953515789473,393,69,2107,0.1572,0.8506493506493507,0.26536124240378123,0.0014526315789473684
noisy_all2all,1e-71,0.7491953515789473,387,67,2113,0.1548,0.8524229074889867,0.2620176032498307,0.0014105263157894736
noisy_all2all,1e-72,0.7491953515789473,378,66,2122,0.1512,0.8513513513513513,0.25679347826086957,0.0013894736842105264
noisy_all2all,1e-73,0.7491953515789473,375,59,2125,0.15,0.8640552995391705,0.25562372188139054,0.0012421052631578946
noisy_all2all,1e-74,0.7491953515789473,368,55,2132,0.1472,0.8699763593380615,0.2517960998973657,0.0011578947368421054
noisy_all2all,1e-75,0.7491953515789473,366,49,2134,0.1464,0.8819277108433735,0.25111492281303605,0.0010315789473684211
noisy_all2all,1e-76,0.7491953515789473,359,43,2141,0.1436,0.8930348258706468,0.2474155754651964,0.0009052631578947368
noisy_all2all,1e-77,0.7491953515789473,354,41,2146,0.1416,0.8962025316455696,0.24455958549222795,0.0008631578947368422
noisy_all2all,1e-78,0.7491953515789473,349,37,2151,0.1396,0.9041450777202072,0.24185724185724183,0.0007789473684210527
noisy_all2all,1e-79,0.7491953515789473,347,34,2153,0.1388,0.910761154855643,0.24088858035404376,0.0007157894736842105
noisy_all2all,1e-80,0.7491953515789473,342,33,2158,0.1368,0.912,0.2379130434782609,0.0006947368421052632
noisy_all2all,1e-81,0.7491953515789473,340,31,2160,0.136,0.9164420485175202,0.23685127133402994,0.0006526315789473684
noisy_all2all,1e-82,0.7491953515789473,339,30,2161,0.1356,0.9186991869918699,0.23631927500871386,0.0006315789473684211
noisy_all2all,1e-83,0.7491953515789473,339,27,2161,0.1356,0.9262295081967213,0.23656664340544314,0.0005684210526315789
noisy_all2all,1e-84,0.7491953515789473,335,24,2165,0.134,0.9331476323119777,0.23434767401189227,0.0005052631578947368
noisy_all2all,1e-85,0.7491953515789473,329,24,2171,0.1316,0.9320113314447592,0.23063441990886785,0.0005052631578947368
noisy_all2all,1e-86,0.7491953515789473,325,24,2175,0.13,0.9312320916905444,0.22815022815022815,0.0005052631578947368
noisy_all2all,1e-87,0.7491953515789473,325,23,2175,0.13,0.9339080459770115,0.22823033707865165,0.00048421052631578945
noisy_all2all,1e-88,0.7491953515789473,324,23,2176,0.1296,0.9337175792507204,0.22760800842992626,0.00048421052631578945
noisy_all2all,1e-89,0.7491953515789473,322,23,2178,0.1288,0.9333333333333333,0.2263620386643234,0.00048421052631578945
noisy_all2all,1e-90,0.7491953515789473,319,22,2181,0.1276,0.9354838709677419,0.22456881379795843,0.0004631578947368421
noisy_all2all,1e-91,0.7491953515789473,316,20,2184,0.1264,0.9404761904761905,0.22284908321579688,0.0004210526315789474
noisy_all2all,1e-92,0.7491953515789473,314,19,2186,0.1256,0.9429429429429429,0.22167313801623717,0.0004
noisy_all2all,1e-93,0.7491953515789473,311,16,2189,0.1244,0.9510703363914373,0.2200212239122745,0.0003368421052631579
noisy_all2all,1e-94,0.7491953515789473,309,16,2191,0.1236,0.9507692307692308,0.21876106194690267,0.0003368421052631579
noisy_all2all,1e-95,0.7491953515789473,307,15,2193,0.1228,0.953416149068323,0.2175761871013466,0.00031578947368421053
noisy_all2all,1e-96,0.7491953515789473,306,15,2194,0.1224,0.9532710280373832,0.21694434597660403,0.00031578947368421053
noisy_all2all,1e-97,0.7491953515789473,302,15,2198,0.1208,0.9526813880126183,0.21441249556265535,0.00031578947368421053
noisy_all2all,1e-98,0.7491953515789473,300,15,2200,0.12,0.9523809523809523,0.21314387211367672,0.00031578947368421053
noisy_all2all,1e-99,0.7491953515789473,296,15,2204,0.1184,0.9517684887459807,0.21060120953397368,0.00031578947368421053
noisy_all2all,1e-100,0.7491953515789473,292,13,2208,0.1168,0.9573770491803278,0.20819964349376116,0.0002736842105263158
noisy_all2one,1.0,0.8543695242105264,2500,36488,0,1.0,0.06412229403919155,0.1205167759352102,0.7681684210526316
noisy_all2one,0.1,0.8543695242105264,2499,26376,1,0.9996,0.08654545454545455,0.15929880478087652,0.5552842105263158
noisy_all2one,0.01,0.8543695242105264,2489,22524,11,0.9956,0.09950825570703234,0.18093265001999054,0.47418947368421055
noisy_all2one,0.001,0.8543695242105264,2479,20013,21,0.9916,0.11021696603236707,0.19838348271446862,0.42132631578947366
noisy_all2one,0.0001,0.8543695242105264,2445,18182,55,0.978,0.11853396034323944,0.21144117265533793,0.38277894736842105
noisy_all2one,1e-05,0.8543695242105264,2411,16720,89,0.9644,0.12602582196435105,0.2229208080994869,0.352
noisy_all2one,1e-06,0.8543695242105264,2361,15447,139,0.9444,0.13258086253369272,0.232519204254481,0.3252
noisy_all2one,1e-07,0.8543695242105264,2293,14282,207,0.9172,0.13834087481146304,0.24041939711664484,0.3006736842105263
noisy_all2one,1e-08,0.8543695242105264,2214,13231,286,0.8856,0.14334736160569764,0.24675397046531067,0.27854736842105265
noisy_all2one,1e-09,0.8543695242105264,2127,12308,373,0.8508,0.14735019050917908,0.25119574844995574,0.2591157894736842
noisy_all2one,1e-10,0.8543695242105264,2044,11420,456,0.8176,0.15181224004753416,0.2560761713856176,0.24042105263157895
noisy_all2one,1e-11,0.8543695242105264,1940,10632,560,0.776,0.15431116767419661,0.25743099787685775,0.2238315789473684
noisy_all2one,1e-12,0.8543695242105264,1829,9879,671,0.7316,0.1562179706183806,0.2574605855855856,0.20797894736842104
noisy_all2one,1e-13,0.8543695242105264,1735,9159,765,0.694,0.15926197907104828,0.2590712259220546,0.19282105263157895
noisy_all2one,1e-14,0.8543695242105264,1615,8454,885,0.646,0.1603932863243619,0.2569814623279497,0.17797894736842104
noisy_all2one,1e-15,0.8543695242105264,1506,7822,994,0.6024,0.16144939965694682,0.2546499830909706,0.1646736842105263
noisy_all2one,1e-16,0.8543695242105264,1402,7205,1098,0.5608,0.1628906703845707,0.2524534077608715,0.15168421052631578
noisy_all2one,1e-17,0.8543695242105264,1298,6612,1202,0.5192,0.1640960809102402,0.2493756003842459,0.1392
noisy_all2one,1e-18,0.8543695242105264,1196,6010,1304,0.4784,0.1659728004440744,0.24644549763033177,0.12652631578947368
noisy_all2one,1e-19,0.8543695242105264,1108,5489,1392,0.4432,0.16795513112020616,0.2435967901505991,0.11555789473684211
noisy_all2one,1e-20,0.8543695242105264,1019,4969,1481,0.4076,0.17017368069472277,0.24010367577756833,0.10461052631578947
noisy_all2one,1e-21,0.8543695242105264,936,4454,1564,0.3744,0.17365491651205936,0.23726235741444865,0.09376842105263158
noisy_all2one,1e-22,0.8543695242105264,855,3979,1645,0.342,0.1768721555647497,0.23316062176165803,0.08376842105263158
noisy_all2one,1e-23,0.8543695242105264,766,3583,1734,0.3064,0.1761324442400552,0.22368228938531176,0.07543157894736842
noisy_all2one,1e-24,0.8543695242105264,691,3166,1809,0.2764,0.17915478351050038,0.21739814377851185,0.06665263157894737
noisy_all2one,1e-25,0.8543695242105264,624,2818,1876,0.2496,0.1812899477048228,0.21003029283069674,0.059326315789473685
noisy_all2one,1e-26,0.8543695242105264,553,2479,1947,0.2212,0.18238786279683378,0.19992769342010122,0.05218947368421053
noisy_all2one,1e-27,0.8543695242105264,496,2195,2004,0.1984,0.18431809736157562,0.19109998073588905,0.04621052631578947
noisy_all2one,1e-28,0.8543695242105264,447,1939,2053,0.1788,0.18734283319362952,0.18297175603765858,0.040821052631578945
noisy_all2one,1e-29,0.8543695242105264,405,1725,2095,0.162,0.19014084507042253,0.17494600431965443,0.03631578947368421
noisy_all2one,1e-30,0.8543695242105264,357,1503,2143,0.1428,0.19193548387096773,0.16376146788990828,0.031642105263157895
noisy_all2one,1e-31,0.8543695242105264,314,1322,2186,0.1256,0.19193154034229828,0.1518375241779497,0.027831578947368422
noisy_all2one,1e-32,0.8543695242105264,281,1149,2219,0.1124,0.1965034965034965,0.1430025445292621,0.024189473684210528
noisy_all2one,1e-33,0.8543695242105264,249,1005,2251,0.0996,0.19856459330143542,0.13265849760255727,0.021157894736842105
